custid,age
30560,32.08452480174303
30561,28.998866145782436
30562,53.616529269034025
30563,42.542581013425924
30564,28.03315551715151
30565,45.133191842249765
30566,41.76965981694259
30567,28.742399896233188
30568,28.278323595069075
30569,33.1556315264034
30570,36.205815313614465
30571,30.83732707181979
30572,36.81895287976499
30573,26.126520727688273
30574,31.09185347240973
30575,30.036685370170012
30576,36.49388734264003
30578,31.672227646291
30579,44.765176662793195
30581,40.17550907208262
30582,29.49432488815777
30585,35.22702231291085
30586,30.226592164468702
30587,36.89766304631236
30588,37.58071640643518
30589,27.00052296127752
30590,31.918813840855144
30591,36.35689066945436
30593,37.88963112825363
30594,41.68438116292605
30595,27.882247679339503
30596,29.377864621117805
30597,29.802337426409544
30598,34.45261065054532
30600,35.65191620207059
30601,41.65727066952218
30602,54.03451910058916
30603,27.90258460120766
30605,27.63216849654608
30606,31.099211601587605
30607,37.26207013350845
30608,36.780429923057376
30609,44.57043119790122
30611,32.47189350321911
30612,26.025764933527512
30613,28.178680384485403
30614,44.49776266166541
30615,33.741687806965146
30616,36.53687705591475
30617,35.64952962378124
30618,41.61165740278609
30619,43.650099965015464
30620,36.71744798291562
30622,36.425147259022765
30623,30.6715198067918
30624,36.48651188198596
30625,51.85475043260567
30628,26.17118002649591
30629,47.99479208417042
30631,29.26878360219323
30632,34.59518129208506
30633,36.457183314134596
30634,32.94922072373958
30635,37.266350703328
30636,30.41193104632718
30637,35.99453570937618
30641,34.181767015618064
30646,40.49308343416552
30647,37.0242830202724
30648,31.958591446702297
30649,29.668581691339995
30650,29.03101196319966
30651,42.6836151676417
30652,32.96596353662154
30653,31.50147576919816
30654,29.42489891643878
30655,29.163438482396327
30656,45.91875544379663
30657,36.06246303246884
30658,43.57178271903664
30659,31.79579736362724
30661,36.26627016830284
30663,32.11205291752505
30664,32.84767627569797
30665,36.35706693399649
30666,48.80842797476749
30667,27.805383437542588
30668,26.405986475270776
30669,40.69841480701873
30670,31.640791245756958
30671,32.11553976496059
30672,36.290665042348415
30674,30.98182288902708
30675,29.755552019752912
30676,39.30858758534801
30677,39.153626224152404
30678,28.79948572489427
30679,29.446596153118747
30680,31.069251988263055
30682,26.888434829299115
30684,34.31003815427274
30685,30.700289160516927
30686,38.95660555506442
30688,31.26669016825891
30690,35.45227640150455
30691,35.724227759432075
30692,40.6170382865375
30694,32.2773533982756
30695,28.610108410742875
30696,41.039259833324
30697,45.36921377772212
30699,32.49197653477948
30700,36.26412189388525
30701,31.630733788854762
30702,44.15188694015211
30703,40.6811759816758
30704,42.82618158459998
30705,32.42064556857426
30706,29.292215827794717
30708,29.59926336615756
30709,34.95071973243101
30710,38.55877457529008
30711,34.60532714145559
30713,34.0669567263346
30714,28.888663452882827
30715,29.628784432432553
30717,44.07022892058825
30718,32.925581790955384
30719,34.24003497007483
30720,49.89844708884168
30721,41.586983904530484
30722,46.82445130039948
30723,31.555789602061974
30724,44.64066252064928
30729,31.485518177692985
30730,31.836730042530093
30731,26.583859932711583
30732,36.75029588602987
30733,35.51983923274034
30735,30.02048853221176
30737,38.789318833836624
30739,31.928269943536055
30741,29.569004557032354
30743,28.778071512296787
30744,34.627858013153144
30745,30.102033316042117
30746,32.32987564125021
30749,40.8769615655865
30750,25.593580576806573
30752,34.05578183834431
30755,31.978062046404425
30756,26.967930861691194
30757,28.25032295969312
30758,34.31557839126797
30761,31.065921031126134
30762,34.85845545837016
30763,29.250437583115
30764,43.70467274229275
30767,30.87427159471715
30769,38.25522097084792
30770,30.392781982108367
30771,33.68114977893755
30773,31.43523964902863
30775,30.034167869219708
30777,28.162904776694432
30778,31.362871834181625
30779,27.391719276956326
30780,30.103160615740002
30782,28.673264718980743
30784,31.125261646943397
30785,34.96456656261493
30786,30.521266766822674
30787,32.8602002298926
30788,35.34714357737873
30790,26.384387347278427
30791,31.238341709086207
30792,32.33097539871104
30795,40.20227303205136
30797,28.452416378328326
30798,41.12429305531674
30799,40.76170399769126
30801,35.96848543561358
30802,41.388810885908114
30803,47.376621031576335
30804,37.74523904392513
30808,33.55720385343754
30810,38.06636994725942
30811,39.2611421952721
30813,32.822169871436415
30814,28.5749360609189
30815,29.22390429216735
30817,30.66088022817909
30818,34.08103848239868
30819,25.201262661909944
30821,31.91577121848515
30822,31.263337324705624
30823,30.32384792855563
30825,43.30116173097365
30826,27.617270248917237
30827,33.08293280197406
30828,30.858093179872036
30829,27.677368588015963
30830,36.20959127173791
30831,28.84863041184109
30832,33.893837663664854
30833,33.59257459404526
30834,54.99073301039143
30836,29.094746051090084
30837,48.93392559702852
30838,28.904321483830415
30839,28.19559927329133
30840,26.234420078630457
30841,42.63891155492073
30843,34.49565819135366
30846,45.60821139484554
30849,32.82724946821514
30850,38.39623474279921
30851,31.945557849060823
30853,32.82180773800893
30855,42.83185994492676
30857,33.69670813708293
30858,35.148463281510324
30859,39.57829714633489
30861,28.325883001310093
30863,34.09991943466156
30864,24.70754665740832
30865,38.04507097961644
30866,47.880419893576644
30867,45.28174492303683
30868,38.262015874467565
30870,28.051523792692684
30871,34.541496674215075
30872,33.30538644726268
30873,34.45442368433758
30874,41.743467834469975
30875,32.352956398846004
30876,32.13365972888293
30877,37.734778810795774
30878,30.464067102134088
30880,46.971969742927
30881,46.195587652878416
30882,35.65834646056733
30883,29.62328850147523
30884,30.535292849534535
30885,48.36298271601949
30886,29.713532053067564
30887,33.89251602925172
30889,37.07931342200406
30890,34.15286418652026
30891,48.71517515321195
30892,31.35756960668929
30894,34.86085903333528
30895,33.31113460244509
30896,33.423026059602705
30897,47.75399494528845
30898,34.44723327430162
30900,34.36699647126288
30902,33.72066634987534
30903,37.338585233207766
30904,30.703708567384275
30906,29.552713474075404
30907,42.76040733288529
30910,37.413092080590886
30912,33.846810765562495
30915,35.34396350268653
30916,30.616797181420786
30917,29.662229851901294
30918,32.23245603888573
30919,33.775724011343634
30921,27.07612310808028
30922,34.06996881285443
30923,32.97965469313807
30925,32.82394645655837
30927,31.538996815283678
30929,55.0849753952851
30931,42.63280044188801
30932,32.29564185630585
30935,26.801576395785396
30936,33.11512132893968
30937,44.03832016662831
30938,35.47129561169932
30939,42.64685954635422
30940,36.930743519726796
30944,54.88753541491216
30945,29.66406763686688
30947,43.91094955124975
30949,34.37079653705096
30951,28.54859382976187
30952,30.340543811063135
30953,35.62956801308384
30954,28.81860342813196
30955,35.67880949654176
30956,32.025052692498406
30959,30.3643319859003
30960,36.67906488256315
30961,37.36202718656209
30962,37.126472214763076
30964,39.01651640648218
30965,39.21150389539827
30966,27.746354404476826
30967,52.302877771705994
30968,30.801990493953404
30969,49.63307467277975
30970,42.10865415082692
30971,43.20025796145803
30975,37.34728191996001
30976,29.223976622929445
30977,45.694832152899124
30978,25.99430630173638
30981,42.57691901902672
30982,31.943503205389153
30983,39.27031540260501
30984,47.08441365853217
30986,40.871836792756106
30987,30.493200168093757
30988,48.33453108753737
30989,36.112499689069146
30990,50.53299226150561
30991,50.67017445920243
30994,34.10893040752647
30995,40.653624501285535
30996,42.05772869733441
30997,31.2653224149243
30999,49.140095962671886
31000,28.600460641814504
31001,30.0547942750055
31002,29.615932233255467
31003,38.26554704171923
31004,34.735604222077065
31005,51.687391077023605
31008,25.53569858976023
31011,31.573185966467598
31012,25.236754912548502
31013,30.641702834374975
31015,32.56247498771174
31016,52.69015075213404
31017,51.7534934053336
31019,36.40574775799074
31024,34.684529677302535
31025,36.222451607554675
31026,29.24414451828422
31028,31.234998630173596
31030,31.631946141918483
31031,37.528888797405784
31032,39.9487302451238
31033,38.315522129379616
31034,36.44195558169103
31035,30.380111194260394
31037,38.10635942376214
31038,33.93251735682391
31039,39.517425866598046
31040,27.66970817146489
31041,43.282792879388715
31043,33.131876186554386
31044,43.4061521250855
31045,30.6059382789439
31046,35.92115713262871
31048,34.94307185680126
31049,32.63659348942125
31050,33.34221000845942
31052,29.37872951647281
31053,26.97201403474363
31055,36.98440074584106
31056,45.81466723013685
31057,38.50210811876512
31058,36.671232794378966
31059,35.926166197442484
31061,25.690870456405058
31062,34.546279021482235
31063,36.32880280223767
31064,30.632322679640357
31065,29.1696845381544
31066,33.6420879100681
31067,29.38879612264442
31068,42.352235981846114
31069,49.22842147418193
31070,45.71323764074225
31071,36.285319951681934
31073,32.21233686883533
31074,35.8291188499775
31075,35.58797724731558
31076,33.81594528321383
31078,35.97263409336656
31079,29.304321705629967
31082,35.08105976611334
31083,41.15080177689794
31084,28.230538993581877
31085,36.18891843312648
31088,52.423242050403836
31089,34.50041211580807
31090,29.846727047051775
31091,43.3881511214718
31092,48.680811705268766
31094,33.203927855267324
31095,32.00615845623365
31097,45.68611455172091
31098,29.399910851266366
31100,45.26769184809885
31101,46.67258389645913
31102,28.760217653097584
31103,40.83607432819284
31104,27.150100277612683
31105,32.803034564434256
31107,36.01054183150329
31108,28.89729858983589
31109,46.06634682404104
31111,29.38184558561057
31113,44.500337339353194
31114,30.62516584575773
31115,49.35051183461852
31116,29.892311748888233
31118,35.08610885285282
31122,30.483704572275837
31123,38.07711521289145
31124,31.49260578551965
31128,28.133460667934322
31129,30.636384749212304
31130,40.80883556020787
31133,47.158874498591196
31134,35.143299525047006
31135,32.95921184994343
31136,31.312158811032553
31137,39.60270717398678
31138,33.115141448337674
31139,31.419437783420413
31141,36.802542097886224
31145,32.44038304472573
31146,29.128161211504324
31147,27.155452124809518
31148,36.27857444216981
31149,37.57724524232587
31152,33.34486321671354
31153,30.441440109835845
31155,38.31730249809916
31157,33.5387487979354
31158,34.75032251963571
31160,37.54545007360763
31161,44.64942539045504
31162,29.93368201322239
31163,29.88324891606674
31164,37.44438313261806
31166,40.57671809253755
31167,29.563543062470462
31169,43.70542996401016
31170,38.2237950281516
31171,35.81654360238853
31172,36.63072874470212
31173,29.524510373181613
31174,37.22198910024639
31175,37.44883345599245
31176,34.078969877511014
31177,30.750799768640718
31178,35.84157743642339
31180,46.59041015593399
31181,38.20005521120023
31182,36.17164964364308
31183,29.017913870859125
31184,35.44460965186268
31185,29.983410792585477
31187,26.994774141733064
31188,39.766110961796
31189,41.462972619666324
31190,36.38729471634419
31192,30.635282736751208
31193,27.752096261399743
31194,33.82026936432534
31195,33.064426142619524
31196,33.157891485796064
31198,34.58768124982986
31200,30.637607849404606
31201,37.444087292646024
31203,47.74324053304755
31204,36.016214708561265
31205,43.58529272601442
31206,27.63814674831899
31207,29.54696374239696
31209,40.70043202028921
31210,46.34508392641561
31211,32.77216668620551
31212,30.504832614204354
31213,30.576390697699463
31214,35.90805989047624
31215,34.45703243672999
31216,47.33668061382409
31217,37.561800931960576
31220,29.70104231658625
31221,44.83714318833732
31222,39.33241966171545
31223,28.549148809683135
31224,35.28156138344582
31226,31.73805780933086
31228,34.5162600360819
31229,26.381281918958365
31231,39.564141932757444
31232,35.4839568360194
31233,44.654990391074776
31235,43.687924073621275
31236,29.951400333340104
31238,54.81829432881339
31239,31.035120162069056
31240,38.42390217593295
31241,38.12915716017666
31242,27.834012609346768
31243,37.686145024384324
31244,50.07076346598458
31245,28.10915780323965
31246,27.461980691456677
31247,31.253491255228653
31249,34.21078986072986
31250,31.61764462971039
31251,27.356151438930652
31252,33.37024642732331
31253,41.26836664008184
31255,34.1495227296677
31256,52.905928536436
31258,32.385575377087186
31259,37.0129070469241
31261,47.67161734322319
31262,35.098664469454306
31263,35.18801635519164
31264,31.85748254338433
31265,38.2953228418074
31266,37.0138998980226
31268,38.916098138265724
31269,49.741521204261595
31270,31.885712811933956
31271,36.424942002460774
31272,39.786218528227096
31273,39.03968223972742
31274,44.627722512956204
31275,32.42626351009337
31277,29.640454506238747
31278,48.31728737892329
31281,50.36234176392735
31282,41.6660371232804
31283,34.1854291052892
31284,33.02930374828109
31287,32.609423246777524
31288,29.950284919042268
31289,26.71107328797286
31290,31.365227467801912
31292,36.428709734175264
31294,31.418395527248343
31295,41.7766341710028
31297,44.36569687077653
31298,32.527162897307846
31299,33.26578316559955
31300,40.235418187964775
31301,31.1012641886108
31302,31.9746399130248
31303,41.01800683909384
31304,33.536423922735956
31305,38.90099698161659
31308,37.02997694200326
31309,31.740065847648772
31310,42.937133850202734
31311,39.387721849245374
31313,33.854803023139766
31314,34.629542715120216
31316,32.51055721372674
31317,39.01241076505164
31318,47.12530159599743
31322,29.29093550311665
31323,36.009355839825005
31324,35.954742688046316
31325,36.865567871794305
31326,35.9734525139678
31327,45.675362325229386
31328,56.2577574030757
31329,27.665124856004685
31330,28.02186877691265
31332,29.979938876712595
31333,31.320150387752978
31334,28.3848057716563
31335,36.87824780274471
31336,33.81047077656707
31340,29.407419486929008
31345,39.73330625722009
31346,29.366374398591613
31347,51.82245479974174
31348,33.63328893606373
31349,38.07227526202513
31350,31.639746751174563
31351,37.10671979541509
31352,35.646272456259936
31353,29.31591347080306
31354,32.14271626825953
31355,31.22342792469604
31356,46.57016607997339
31358,28.48024574624564
31360,34.94370195425888
31362,34.75687433576034
31363,36.08343405317888
31364,28.582416361120192
31366,39.919375806636666
31368,31.27242207083457
31369,41.75297290675222
31370,31.029545868498047
31371,26.754955071842442
31372,36.45912272761756
31373,37.13965359874028
31375,26.265917161448225
31377,40.33444484567658
31378,36.98525653024734
31379,33.85290429457903
31381,25.66268411829674
31382,36.985176599410465
31384,31.814133573270993
31385,33.38984322667581
31386,54.418574357786
31388,38.99442516741742
31390,32.23362855354365
31391,35.22891393881385
31393,39.41213021792415
31394,30.860783937267037
31395,43.27954279957354
31397,30.9633464060402
31398,30.32298913210809
31400,53.47573301391425
31403,39.040777158191204
31404,40.74580907528348
31405,32.73386302771071
31406,30.544548736108673
31410,38.090205645805085
31411,32.51735802639036
31413,27.570334774750098
31414,34.92218932427234
31416,30.755764326607498
31417,32.11350047240073
31418,34.56571738451609
31419,40.82958730541649
31420,32.335545168448334
31421,37.68289078072905
31422,28.70911650372425
31423,40.9330807004996
31426,28.204588704093435
31428,44.89058965089094
31431,29.068019869706838
31432,35.07135586160219
31433,37.344006544381244
31434,30.687886251506455
31435,42.226199428881266
31436,34.31338608613023
31438,36.11395379204155
31439,31.139143630335077
31441,43.4539708435697
31442,29.641419714477895
31444,33.8899872670802
31445,52.776688140185385
31448,44.28136397740858
31450,38.32033449616538
31451,27.535893832116432
31453,35.10029538359272
31454,39.35530984531765
31456,36.55701075366669
31457,30.170336611029114
31458,31.6694242922756
31459,24.71160277880222
31461,43.65900707938671
31463,37.91757931824599
31464,24.593042367960514
31465,36.95407364107611
31467,30.544019326062823
31469,32.16824475736571
31470,36.22586642660097
31472,33.100426562451005
31473,35.232751317183286
31474,37.10946287069593
31475,28.711757790117524
31476,42.3859283211773
31477,38.83570542465999
31478,37.79996632725105
31479,31.496658914115734
31480,38.87107928631421
31484,48.19287851499108
31488,38.27114181796967
31489,43.79365922611358
31490,41.956408668090546
31491,31.372012163791034
31492,52.661954326384354
31493,30.44821030290409
31494,38.50744607401896
31495,26.90414486509557
31496,30.47015642531074
31497,39.87262138217075
31498,32.59570364413457
31499,37.69999231738733
31501,29.839514984637123
31503,28.341755704431712
31504,35.050063418812
31505,33.21581820913687
31506,35.423128904374074
31508,41.69098512305184
31509,33.12438026609392
31511,39.498748750413554
31514,30.314606435353415
31515,30.954983601987937
31516,41.4565194295664
31517,35.044598140387464
31518,31.739034651427954
31519,31.76092760468989
31521,50.42667983703535
31522,46.36520417376171
31524,34.11131277294756
31525,31.60145898141851
31526,32.93244062846256
31527,46.105636317858206
31528,35.329210787274306
31529,27.923529839520814
31531,27.877783535598518
31534,30.48838497005134
31535,34.79893171816575
31536,36.99483383651456
31537,30.69497375395083
31538,35.97846160452864
31539,32.248932422686764
31540,29.35021668407926
31541,28.144527738609604
31542,34.51046327029047
31544,37.36933853878892
31545,51.047724569537635
31546,32.739672845043344
31548,30.46528316617526
31550,31.425641605428165
31551,44.802606622541056
31552,29.41428563376353
31553,35.68107928510236
31554,53.4105068596167
31555,28.23759599355524
31556,35.44246559000685
31558,33.476739328533085
31559,28.875318030908364
31560,34.36348046198292
31561,29.691561804311988
31562,32.89895512710727
31563,33.178709994509276
31564,33.51800128613053
31566,35.49661446756146
31569,43.40611155241076
31572,38.19384815148504
31573,38.374973170534055
31575,38.805130182916095
31576,34.836840765207555
31577,39.4681227185027
31578,29.187404053825816
31579,33.563180961664884
31580,27.8044231846226
31581,45.84740636403357
31582,37.932482100874196
31583,43.486488884357115
31584,33.52752286205616
31585,26.152166837509764
31586,45.789560153182656
31587,31.6332169212165
31589,34.13912828674164
31591,25.681938829459575
31592,30.836359444501976
31593,37.18213237859866
31594,37.27171903336925
31595,33.42547693417622
31596,32.536446169133356
31597,38.77871016055714
31598,38.36189996971448
31599,32.12302705764033
31600,39.67286972671012
31601,35.07805555585677
31605,29.95442053856067
31606,33.18159587564403
31607,47.473358958066605
31610,35.05009357268924
31611,38.22005485796806
31612,30.325942335498517
31614,28.02998112010989
31615,27.650375942455867
31616,34.98234161658188
31617,35.19646482239068
31618,27.7431549648304
31619,45.80645724121787
31620,41.66735917027588
31623,32.149481302877156
31624,29.359040961689516
31625,30.003562335680677
31626,43.506904546746796
31627,32.18576924419547
31629,44.435865934072474
31630,38.29589070950317
31631,40.56449672215014
31632,27.031568315065478
31635,30.312297617982352
31636,46.09069711840344
31637,45.597292992313086
31638,29.639524847750884
31639,29.10929030320359
31640,30.2185494173248
31641,45.313376034745986
31642,33.79266219252277
31644,50.165162151844754
31645,37.67812037867823
31647,29.737654993193626
31649,35.24511431901612
31650,38.35836446566061
31652,27.417804292453383
31653,37.101845641433485
31655,34.45238792058085
31656,45.80187410347457
31657,27.907494826638896
31659,34.41348277338784
31660,31.812031534192407
31663,37.11755441999659
31664,26.616837932348567
31665,25.008416315824945
31666,34.92155110134013
31667,42.24356988684873
31668,28.680393825245375
31669,42.47085269449548
31671,43.426628402242805
31672,48.24897122820583
31674,37.073270664510254
31675,32.87174847169805
31676,30.302582023900847
31677,33.43730809742435
31679,35.14431974127565
31680,24.853805316015826
31683,40.68628429418393
31685,30.420133949042416
31686,34.120880537660945
31688,29.18805453316105
31689,41.72223736336152
31690,49.40439924295762
31691,34.64697690846034
31692,30.72289299423636
31693,30.259971324536604
31694,37.22677758515844
31696,35.03542481628995
31697,30.849320136684163
31698,47.59607353619563
31700,37.33440385680176
31702,36.72713925301079
31706,30.241946060521336
31707,29.08456018847802
31708,30.16882917367
31709,35.461191270872135
31710,29.52183318593249
31711,38.08261529588409
31712,33.735677868600845
31714,34.3318481553369
31717,48.32140171038816
31720,29.043748572661805
31721,36.95404101414999
31722,32.46698918410114
31723,36.42091171270325
31724,39.09094955691214
31725,45.13269908996006
31727,37.671724162180396
31728,32.538698369635334
31729,36.478054690722644
31730,32.83755805368881
31731,28.63566185590787
31732,37.49402431196462
31733,34.398824586155555
31735,36.61179043585519
31736,36.382890265257274
31737,38.42858756039982
31738,38.59802628205337
31739,28.26214394825043
31740,35.69814304584584
31741,31.304534612412095
31743,38.50675470817007
31744,38.10133309720793
31746,33.61324221092146
31747,38.814728591266885
31748,31.76560597356727
31749,30.292335055546783
31750,30.81208361167661
31752,39.13016842734997
31753,35.29744473435733
